,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,State,Literacy Rate,normalized_literacy
226,Lorain,Lorain,Lorain County,39093,OH,Ohio,41.2957,-82.151,311737,Ohio,82.3,0.3522727272727275
227,Northampton,Northampton,Northampton County,42095,PA,Pennsylvania,40.7542,-75.3076,311359,Pennsylvania,81.9,0.3749999999999998
228,McHenry,McHenry,McHenry County,17111,IL,Illinois,42.3244,-88.4523,310749,Illinois,79.6,0.5056818181818187
229,Lubbock,Lubbock,Lubbock County,48303,TX,Texas,33.6102,-101.8205,308580,Texas,71.8,0.9488636363636368
230,St. Louis,St. Louis,St. Louis City,29510,MO,Missouri,38.6359,-90.2451,302787,Missouri,81.1,0.42045454545454586
231,Gloucester,Gloucester,Gloucester County,34015,NJ,New Jersey,39.7173,-75.1414,300821,New Jersey,79.3,0.522727272727273
232,Cumberland,Cumberland,Cumberland County,23005,ME,Maine,43.8465,-70.399,300776,Maine,86.6,0.10795454545454586
233,Greene,Greene,Greene County,29077,MO,Missouri,37.258,-93.342,296875,Missouri,81.1,0.42045454545454586
234,Dutchess,Dutchess,Dutchess County,36027,NY,New York,41.7652,-73.7429,296012,New York,75.6,0.7329545454545461
235,Chatham,Chatham,Chatham County,13051,GA,Georgia,32.0043,-81.1329,294815,Georgia,76.4,0.6874999999999999
236,Clayton,Clayton,Clayton County,13063,GA,Georgia,33.5419,-84.3577,294335,Georgia,76.4,0.6874999999999999
237,Ottawa,Ottawa,Ottawa County,26139,MI,Michigan,42.9598,-85.9961,293713,Michigan,82.4,0.34659090909090884
238,Anchorage,Anchorage,Anchorage Municipality,2020,AK,Alaska,61.1508,-149.1091,292545,Alaska,87.3,0.06818181818181834
239,Cleveland,Cleveland,Cleveland County,40027,OK,Oklahoma,35.2031,-97.3265,292110,Oklahoma,79.9,0.4886363636363634
240,Lexington,Lexington,Lexington County,45063,SC,South Carolina,33.9023,-81.2722,291723,South Carolina,77.6,0.6193181818181823
241,Leon,Leon,Leon County,12073,FL,Florida,30.458,-84.2779,290965,Florida,76.3,0.6931818181818186
242,Thurston,Thurston,Thurston County,53067,WA,Washington,46.9258,-122.8332,290642,Washington,83.9,0.26136363636363613
243,Ingham,Ingham,Ingham County,26065,MI,Michigan,42.5971,-84.3735,285660,Michigan,82.4,0.34659090909090884
244,Winnebago,Winnebago,Winnebago County,17201,IL,Illinois,42.3363,-89.1609,285471,Illinois,79.6,0.5056818181818187
245,Dauphin,Dauphin,Dauphin County,42043,PA,Pennsylvania,40.4154,-76.7795,284199,Pennsylvania,81.9,0.3749999999999998
246,San Luis Obispo,San Luis Obispo,San Luis Obispo County,6079,CA,California,35.3871,-120.4044,282771,California,71.6,0.9602272727272734
247,Merced,Merced,Merced County,6047,CA,California,37.1919,-120.7177,279150,California,71.6,0.9602272727272734
248,Benton,Benton,Benton County,5007,AR,Arkansas,36.3387,-94.2561,278774,Arkansas,76.9,0.659090909090909
249,York,York,York County,45091,SC,South Carolina,34.9748,-81.1845,276569,South Carolina,77.6,0.6193181818181823
250,Alachua,Alachua,Alachua County,12001,FL,Florida,29.6747,-82.3577,276171,Florida,76.3,0.6931818181818186
251,Atlantic,Atlantic,Atlantic County,34001,NJ,New Jersey,39.4777,-74.661,273865,New Jersey,79.3,0.522727272727273
252,Kitsap,Kitsap,Kitsap County,53035,WA,Washington,47.613,-122.6716,273072,Washington,83.9,0.26136363636363613
253,Santa Cruz,Santa Cruz,Santa Cruz County,6087,CA,California,37.0562,-122.0018,272138,California,71.6,0.9602272727272734
254,St. Joseph,St. Joseph,St. Joseph County,18141,IN,Indiana,41.6167,-86.2899,272049,Indiana,81.3,0.4090909090909094
255,Erie,Erie,Erie County,42049,PA,Pennsylvania,41.9925,-80.0327,271903,Pennsylvania,81.9,0.3749999999999998
256,New London,New London,New London County,9011,CT,Connecticut,41.4867,-72.1014,269131,Connecticut,82.8,0.3238636363636366
257,Frederick,Frederick,Frederick County,24021,MD,Maryland,39.4722,-77.398,267498,Maryland,80.0,0.48295454545454564
258,Brown,Brown,Brown County,55009,WI,Wisconsin,44.4525,-88.0037,267364,Wisconsin,84.7,0.21590909090909083
259,Buncombe,Buncombe,Buncombe County,37021,NC,North Carolina,35.6112,-82.5301,266981,North Carolina,78.7,0.5568181818181819
260,Webb,Webb,Webb County,48479,TX,Texas,27.7611,-99.3315,266963,Texas,71.8,0.9488636363636368
261,Madison,Madison,Madison County,17119,IL,Illinois,38.8297,-89.9049,266112,Illinois,79.6,0.5056818181818187
262,St. Johns,St. Johns,St. Johns County,12109,FL,Florida,29.9016,-81.4407,265724,Florida,76.3,0.6931818181818186
263,Washington,Washington,Washington County,27163,MN,Minnesota,45.0388,-92.8838,264818,Minnesota,86.9,0.0909090909090906
264,St. Tammany,St. Tammany,St. Tammany Parish,22103,LA,Louisiana,30.4102,-89.9583,262799,Louisiana,72.9,0.8863636363636364
265,Marin,Marin,Marin County,6041,CA,California,38.0735,-122.7235,262387,California,71.6,0.9602272727272734
266,Cherokee,Cherokee,Cherokee County,13057,GA,Georgia,34.244,-84.4763,262155,Georgia,76.4,0.6874999999999999
267,Kalamazoo,Kalamazoo,Kalamazoo County,26077,MI,Michigan,42.2455,-85.5312,261280,Michigan,82.4,0.34659090909090884
268,Weber,Weber,Weber County,49057,UT,Utah,41.2698,-111.9134,259390,Utah,85.5,0.17045454545454553
269,Harford,Harford,Harford County,24025,MD,Maryland,39.5611,-76.3171,259162,Maryland,80.0,0.48295454545454564
270,St. Clair,St. Clair,St. Clair County,17163,IL,Illinois,38.4703,-89.9284,258597,Illinois,79.6,0.5056818181818187
271,McLennan,McLennan,McLennan County,48309,TX,Texas,31.5524,-97.2018,258031,Texas,71.8,0.9488636363636368
272,Cumberland,Cumberland,Cumberland County,42041,PA,Pennsylvania,40.1636,-77.2655,257333,Pennsylvania,81.9,0.3749999999999998
273,Jefferson,Jefferson,Jefferson County,48245,TX,Texas,29.8841,-94.1629,256755,Texas,71.8,0.9488636363636368
274,Yakima,Yakima,Yakima County,53077,WA,Washington,46.4571,-120.7385,255151,Washington,83.9,0.26136363636363613
275,Clay,Clay,Clay County,29047,MO,Missouri,39.3105,-94.4209,250134,Missouri,81.1,0.42045454545454586
276,Chesapeake,Chesapeake,Chesapeake City,51550,VA,Virginia,36.6778,-76.3024,247172,Virginia,81.2,0.4147727272727273
277,Forsyth,Forsyth,Forsyth County,13117,GA,Georgia,34.2255,-84.1251,245754,Georgia,76.4,0.6874999999999999
278,Washington,Washington,Washington County,5143,AR,Arkansas,35.9791,-94.2156,242793,Arkansas,76.9,0.659090909090909
279,Williamson,Williamson,Williamson County,47187,TN,Tennessee,35.8938,-86.8987,242386,Tennessee,78.3,0.5795454545454549
280,Lafayette,Lafayette,Lafayette Parish,22055,LA,Louisiana,30.2068,-92.0639,241173,Louisiana,72.9,0.8863636363636364
281,Caddo,Caddo,Caddo Parish,22017,LA,Louisiana,32.5806,-93.8823,239775,Louisiana,72.9,0.8863636363636364
282,Warren,Warren,Warren County,39165,OH,Ohio,39.4277,-84.1668,239556,Ohio,82.3,0.3522727272727275
283,Norfolk,Norfolk,Norfolk City,51710,VA,Virginia,36.8945,-76.259,238556,Virginia,81.2,0.4147727272727273
284,Henry,Henry,Henry County,13151,GA,Georgia,33.453,-84.1542,236615,Georgia,76.4,0.6874999999999999
285,Arlington,Arlington,Arlington County,51013,VA,Virginia,38.8786,-77.1011,235764,Virginia,81.2,0.4147727272727273
286,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,North Carolina,78.7,0.5568181818181819
287,Saratoga,Saratoga,Saratoga County,36091,NY,New York,43.1074,-73.8639,235010,New York,75.6,0.7329545454545461
288,Hays,Hays,Hays County,48209,TX,Texas,30.0579,-98.0312,234573,Texas,71.8,0.9488636363636368
289,Sussex,Sussex,Sussex County,10005,DE,Delaware,38.6606,-75.39,234045,Delaware,79.7,0.5
290,Yavapai,Yavapai,Yavapai County,4025,AZ,Arizona,34.5998,-112.5538,233789,Arizona,76.6,0.6761363636363642
291,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,Ohio,82.3,0.3522727272727275
292,Oneida,Oneida,Oneida County,36065,NY,New York,43.2418,-75.4358,232034,New York,75.6,0.7329545454545461
293,Smith,Smith,Smith County,48423,TX,Texas,32.375,-95.2692,231429,Texas,71.8,0.9488636363636368
294,Brazos,Brazos,Brazos County,48041,TX,Texas,30.6608,-96.3024,231095,Texas,71.8,0.9488636363636368
295,Hinds,Hinds,Hinds County,28049,MS,Mississippi,32.2667,-90.4428,230772,Mississippi,72.0,0.9375000000000003
296,Montgomery,Montgomery,Montgomery County,1101,AL,Alabama,32.2203,-86.2076,229072,Alabama,76.1,0.704545454545455
297,Mahoning,Mahoning,Mahoning County,39099,OH,Ohio,41.0146,-80.7763,229044,Ohio,82.3,0.3522727272727275
298,Linn,Linn,Linn County,19113,IA,Iowa,42.079,-91.599,228567,Iowa,85.1,0.19318181818181857
299,Barnstable,Barnstable,Barnstable County,25001,MA,Massachusetts,41.7244,-70.2904,227942,Massachusetts,82.7,0.3295454545454545
300,Canyon,Canyon,Canyon County,16027,ID,Idaho,43.6251,-116.7093,227367,Idaho,83.6,0.2784090909090913
301,Baldwin,Baldwin,Baldwin County,1003,AL,Alabama,30.7276,-87.7226,227131,Alabama,76.1,0.704545454545455
302,Gaston,Gaston,Gaston County,37071,NC,North Carolina,35.2944,-81.1803,226097,North Carolina,78.7,0.5568181818181819
303,Jefferson,Jefferson,Jefferson County,29099,MO,Missouri,38.2611,-90.5377,225913,Missouri,81.1,0.42045454545454586
304,Richmond,Richmond,Richmond City,51760,VA,Virginia,37.5295,-77.4756,225676,Virginia,81.2,0.4147727272727273
305,New Hanover,New Hanover,New Hanover County,37129,NC,North Carolina,34.2328,-77.8847,225175,North Carolina,78.7,0.5568181818181819
306,Berkeley,Berkeley,Berkeley County,45015,SC,South Carolina,33.1973,-79.9522,224806,South Carolina,77.6,0.6193181818181823
307,Whatcom,Whatcom,Whatcom County,53073,WA,Washington,48.8259,-121.7199,224533,Washington,83.9,0.26136363636363613
308,Tuscaloosa,Tuscaloosa,Tuscaloosa County,1125,AL,Alabama,33.2896,-87.5251,223945,Alabama,76.1,0.704545454545455
309,Jackson,Jackson,Jackson County,41029,OR,Oregon,42.4322,-122.7285,221662,Oregon,83.2,0.30113636363636354
310,Cabarrus,Cabarrus,Cabarrus County,37025,NC,North Carolina,35.3868,-80.5519,221200,North Carolina,78.7,0.5568181818181819
311,Shelby,Shelby,Shelby County,1117,AL,Alabama,33.2643,-86.6607,220780,Alabama,76.1,0.704545454545455
312,Doña Ana,Dona Ana,Doña Ana County,35013,NM,New Mexico,32.3526,-106.8328,218157,New Mexico,70.9,1.0
313,Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,217884,California,71.6,0.9602272727272734
314,Yolo,Yolo,Yolo County,6113,CA,California,38.6866,-121.9016,216703,California,71.6,0.9602272727272734
315,Clay,Clay,Clay County,12019,FL,Florida,29.9831,-81.8579,216308,Florida,76.3,0.6931818181818186
316,Montgomery,Montgomery,Montgomery County,47125,TN,Tennessee,36.4969,-87.3828,216172,Tennessee,78.3,0.5795454545454549
317,Lackawanna,Lackawanna,Lackawanna County,42069,PA,Pennsylvania,41.4367,-75.6092,215529,Pennsylvania,81.9,0.3749999999999998
318,Niagara,Niagara,Niagara County,36063,NY,New York,43.2001,-78.7452,212808,New York,75.6,0.7329545454545461
319,Calcasieu,Calcasieu,Calcasieu Parish,22019,LA,Louisiana,30.2293,-93.3581,212646,Louisiana,72.9,0.8863636363636364
320,Johnston,Johnston,Johnston County,37101,NC,North Carolina,35.5178,-78.3657,211320,North Carolina,78.7,0.5568181818181819
321,Mohave,Mohave,Mohave County,4015,AZ,Arizona,35.7041,-113.7579,211274,Arizona,76.6,0.6761363636363642
322,Delaware,Delaware,Delaware County,39041,OH,Ohio,40.2784,-83.0049,211121,Ohio,82.3,0.3522727272727275
323,York,York,York County,23031,ME,Maine,43.4782,-70.7144,210486,Maine,86.6,0.10795454545454586
324,Okaloosa,Okaloosa,Okaloosa County,12091,FL,Florida,30.6913,-86.5917,209230,Florida,76.3,0.6931818181818186
325,Washington,Washington,Washington County,42125,PA,Pennsylvania,40.1894,-80.2483,209090,Pennsylvania,81.9,0.3749999999999998
326,Clermont,Clermont,Clermont County,39025,OH,Ohio,39.0476,-84.1517,207650,Ohio,82.3,0.3522727272727275
327,Harrison,Harrison,Harrison County,28047,MS,Mississippi,30.5122,-89.1161,207382,Mississippi,72.0,0.9375000000000003
328,Champaign,Champaign,Champaign County,17019,IL,Illinois,40.1401,-88.1992,206583,Illinois,79.6,0.5056818181818187
329,Elkhart,Elkhart,Elkhart County,18039,IN,Indiana,41.5974,-85.8587,206314,Indiana,81.3,0.4090909090909094
330,Richmond,Richmond,Richmond County,13245,GA,Georgia,33.3596,-82.0736,205772,Georgia,76.4,0.6874999999999999
331,Benton,Benton,Benton County,53005,WA,Washington,46.2398,-119.5112,204551,Washington,83.9,0.26136363636363613
332,Muscogee,Muscogee,Muscogee County,13215,GA,Georgia,32.51,-84.8771,204366,Georgia,76.4,0.6874999999999999
333,Yuma,Yuma,Yuma County,4027,AZ,Arizona,32.7695,-113.9056,202944,Arizona,76.6,0.6761363636363642
334,Anderson,Anderson,Anderson County,45007,SC,South Carolina,34.5193,-82.6378,202223,South Carolina,77.6,0.6193181818181823
335,Trumbull,Trumbull,Trumbull County,39155,OH,Ohio,41.3172,-80.7611,202199,Ohio,82.3,0.3522727272727275
336,Hall,Hall,Hall County,13139,GA,Georgia,34.3169,-83.8197,201703,Georgia,76.4,0.6874999999999999
337,Onslow,Onslow,Onslow County,37133,NC,North Carolina,34.7321,-77.4321,201597,North Carolina,78.7,0.5568181818181819
338,Hawaii,Hawaii,Hawaii County,15001,HI,Hawaii,19.5985,-155.5185,200468,Hawaii,84.1,0.25000000000000044
339,St. Louis,St. Louis,St. Louis County,27137,MN,Minnesota,47.6031,-92.4707,200311,Minnesota,86.9,0.0909090909090906
340,Broome,Broome,Broome County,36007,NY,New York,42.1602,-75.8196,198591,New York,75.6,0.7329545454545461
341,Racine,Racine,Racine County,55101,WI,Wisconsin,42.7475,-88.0613,197379,Wisconsin,84.7,0.21590909090909083
342,Sangamon,Sangamon,Sangamon County,17167,IL,Illinois,39.7582,-89.6589,196759,Illinois,79.6,0.5056818181818187
343,Deschutes,Deschutes,Deschutes County,41017,OR,Oregon,43.915,-121.2281,194964,Oregon,83.2,0.30113636363636354
344,Minnehaha,Minnehaha,Minnehaha County,46099,SD,South Dakota,43.6742,-96.7915,194884,South Dakota,85.1,0.19318181818181857
345,Livingston,Livingston,Livingston County,26093,MI,Michigan,42.6029,-83.9115,193234,Michigan,82.4,0.34659090909090884
346,Sumner,Sumner,Sumner County,47165,TN,Tennessee,36.4694,-86.4604,193036,Tennessee,78.3,0.5795454545454549
347,Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,Pennsylvania,81.9,0.3749999999999998
348,Hernando,Hernando,Hernando County,12053,FL,Florida,28.5535,-82.4245,192128,Florida,76.3,0.6931818181818186
349,El Dorado,El Dorado,El Dorado County,6017,CA,California,38.7787,-120.5247,190568,California,71.6,0.9602272727272734
350,Saginaw,Saginaw,Saginaw County,26145,MI,Michigan,43.335,-84.0532,190540,Michigan,82.4,0.34659090909090884
351,Outagamie,Outagamie,Outagamie County,55087,WI,Wisconsin,44.4161,-88.4649,189620,Wisconsin,84.7,0.21590909090909083
352,Sarpy,Sarpy,Sarpy County,31153,NE,Nebraska,41.1129,-96.112,188464,Nebraska,83.6,0.2784090909090913
353,Ellis,Ellis,Ellis County,48139,TX,Texas,32.3484,-96.7947,187984,Texas,71.8,0.9488636363636368
354,Beaufort,Beaufort,Beaufort County,45013,SC,South Carolina,32.3855,-80.7302,186007,South Carolina,77.6,0.6193181818181823
355,Tippecanoe,Tippecanoe,Tippecanoe County,18157,IN,Indiana,40.3886,-86.8941,185961,Indiana,81.3,0.4090909090909094
356,Litchfield,Litchfield,Litchfield County,9005,CT,Connecticut,41.7925,-73.2453,185175,Connecticut,82.8,0.3238636363636366
357,Newport News,Newport News,Newport News City,51700,VA,Virginia,37.1051,-76.5185,185069,Virginia,81.2,0.4147727272727273
358,Charlotte,Charlotte,Charlotte County,12015,FL,Florida,26.9055,-81.9123,184837,Florida,76.3,0.6931818181818186
359,Santa Rosa,Santa Rosa,Santa Rosa County,12113,FL,Florida,30.7004,-87.0219,184345,Florida,76.3,0.6931818181818186
360,Iredell,Iredell,Iredell County,37097,NC,North Carolina,35.8071,-80.8734,183965,North Carolina,78.7,0.5568181818181819
361,DeSoto,DeSoto,DeSoto County,28033,MS,Mississippi,34.8753,-89.9912,183220,Mississippi,72.0,0.9375000000000003
362,Cass,Cass,Cass County,38017,ND,North Dakota,46.933,-97.248,182992,North Dakota,86.6,0.10795454545454586
363,Peoria,Peoria,Peoria County,17143,IL,Illinois,40.788,-89.76,182439,Illinois,79.6,0.5056818181818187
364,Boone,Boone,Boone County,29019,MO,Missouri,38.9906,-92.3097,182170,Missouri,81.1,0.42045454545454586
365,Kanawha,Kanawha,Kanawha County,54039,WV,West Virginia,38.3366,-81.5281,181953,West Virginia,79.1,0.5340909090909096
366,Shasta,Shasta,Shasta County,6089,CA,California,40.7637,-122.0405,181935,California,71.6,0.9602272727272734
367,Ulster,Ulster,Ulster County,36111,NY,New York,41.8881,-74.2586,181862,New York,75.6,0.7329545454545461
368,Medina,Medina,Medina County,39103,OH,Ohio,41.1176,-81.8997,181448,Ohio,82.3,0.3522727272727275
369,Bay,Bay,Bay County,12005,FL,Florida,30.2652,-85.6203,181384,Florida,76.3,0.6931818181818186
370,Kent,Kent,Kent County,10001,DE,Delaware,39.086,-75.5686,180078,Delaware,79.7,0.5
371,Imperial,Imperial,Imperial County,6025,CA,California,33.0395,-115.3653,180051,California,71.6,0.9602272727272734
372,Vanderburgh,Vanderburgh,Vanderburgh County,18163,IN,Indiana,38.0249,-87.5859,179695,Indiana,81.3,0.4090909090909094
373,Shawnee,Shawnee,Shawnee County,20177,KS,Kansas,39.0415,-95.7565,179053,Kansas,83.1,0.3068181818181822
374,Licking,Licking,Licking County,39089,OH,Ohio,40.0916,-82.4831,177454,Ohio,82.3,0.3522727272727275
375,Johnson,Johnson,Johnson County,48251,TX,Texas,32.379,-97.3665,177022,Texas,71.8,0.9488636363636368
376,Washington,Washington,Washington County,49053,UT,Utah,37.2804,-113.5048,176533,Utah,85.5,0.17045454545454553
377,Muskegon,Muskegon,Muskegon County,26121,MI,Michigan,43.2912,-86.152,175633,Michigan,82.4,0.34659090909090884
378,Scott,Scott,Scott County,19163,IA,Iowa,41.6371,-90.6232,174170,Iowa,85.1,0.19318181818181857
379,Porter,Porter,Porter County,18127,IN,Indiana,41.4603,-87.0672,172353,Indiana,81.3,0.4090909090909094
380,Lee,Lee,Lee County,1081,AL,Alabama,32.6011,-85.3555,172223,Alabama,76.1,0.704545454545455
381,Carroll,Carroll,Carroll County,24013,MD,Maryland,39.5629,-77.0225,172148,Maryland,80.0,0.48295454545454564
382,Hendricks,Hendricks,Hendricks County,18063,IN,Indiana,39.7695,-86.51,172100,Indiana,81.3,0.4090909090909094
383,McLean,McLean,McLean County,17113,IL,Illinois,40.4909,-88.8473,171455,Illinois,79.6,0.5056818181818187
384,Winnebago,Winnebago,Winnebago County,55139,WI,Wisconsin,44.0689,-88.6446,171304,Wisconsin,84.7,0.21590909090909083
385,Pitt,Pitt,Pitt County,37147,NC,North Carolina,35.5933,-77.3745,170600,North Carolina,78.7,0.5568181818181819
386,Guadalupe,Guadalupe,Guadalupe County,48187,TX,Texas,29.5831,-97.9486,169477,Texas,71.8,0.9488636363636368
387,Kent,Kent,Kent County,44003,RI,Rhode Island,41.6722,-71.593,169345,Rhode Island,79.6,0.5056818181818187
388,Alamance,Alamance,Alamance County,37001,NC,North Carolina,36.0437,-79.3994,169185,North Carolina,78.7,0.5568181818181819
389,Kenosha,Kenosha,Kenosha County,55059,WI,Wisconsin,42.5769,-88.0424,168743,Wisconsin,84.7,0.21590909090909083
390,Wyandotte,Wyandotte,Wyandotte County,20209,KS,Kansas,39.1146,-94.7646,168333,Kansas,83.1,0.3068181818181822
391,Kootenai,Kootenai,Kootenai County,16055,ID,Idaho,47.6744,-116.7018,168317,Idaho,83.6,0.2784090909090913
392,Kenton,Kenton,Kenton County,21117,KY,Kentucky,38.9334,-84.5333,168264,Kentucky,78.1,0.5909090909090915
393,Beaver,Beaver,Beaver County,42007,PA,Pennsylvania,40.6823,-80.3493,168260,Pennsylvania,81.9,0.3749999999999998
394,Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,Pennsylvania,81.9,0.3749999999999998
395,Aiken,Aiken,Aiken County,45003,SC,South Carolina,33.5443,-81.6347,168045,South Carolina,77.6,0.6193181818181823
396,Davidson,Davidson,Davidson County,37057,NC,North Carolina,35.7933,-80.2128,168002,North Carolina,78.7,0.5568181818181819
397,Chittenden,Chittenden,Chittenden County,50007,VT,Vermont,44.4611,-73.0813,167523,Vermont,87.2,0.07386363636363624
398,Pueblo,Pueblo,Pueblo County,8101,CO,Colorado,38.1735,-104.5127,167453,Colorado,83.4,0.28977272727272707
399,Greene,Greene,Greene County,39057,OH,Ohio,39.6915,-83.8899,167043,Ohio,82.3,0.3522727272727275
400,Midland,Midland,Midland County,48329,TX,Texas,31.8691,-102.0316,166964,Texas,71.8,0.9488636363636368
401,Paulding,Paulding,Paulding County,13223,GA,Georgia,33.9205,-84.8673,165688,Georgia,76.4,0.6874999999999999
